id,slug,url,titulo,enunciado,temas,dificuldade,tema_principal,has_image
925,long-pressed-name,https://leetcode.com/problems/long-pressed-name/,Long Pressed Name,"Your friend is typing his  name  into a keyboard. Sometimes, when typing a character  c , the key might get  long pressed , and the character will be typed 1 or more times. You examine the  typed  characters of the keyboard. Return  True  if it is possible that it was your friends name, with some characters (possibly none) being long pressed.   Example 1: Input:  name = ""alex"", typed = ""aaleex"" Output:  true Explanation:  'a' and 'e' in 'alex' were long pressed. Example 2: Input:  name = ""saeed"", typed = ""ssaaedd"" Output:  false Explanation:  'e' must have been pressed twice, but it was not in the typed output.   Constraints: 1 <= name.length, typed.length <= 1000 name  and  typed  consist of only lowercase English letters.","['Two Pointers', 'String']",Fácil,Two Pointers,False
1332,remove-palindromic-subsequences,https://leetcode.com/problems/remove-palindromic-subsequences/,Remove Palindromic Subsequences,"You are given a string  s  consisting  only  of letters  'a'  and  'b' . In a single step you can remove one  palindromic subsequence  from  s . Return  the  minimum  number of steps to make the given string empty . A string is a  subsequence  of a given string if it is generated by deleting some characters of a given string without changing its order. Note that a subsequence does  not  necessarily need to be contiguous. A string is called  palindrome  if is one that reads the same backward as well as forward.   Example 1: Input:  s = ""ababa"" Output:  1 Explanation:  s is already a palindrome, so its entirety can be removed in a single step. Example 2: Input:  s = ""abb"" Output:  2 Explanation:  "" a bb"" -> "" bb "" -> """".  Remove palindromic subsequence ""a"" then ""bb"". Example 3: Input:  s = ""baabb"" Output:  2 Explanation:  "" baa b b "" -> "" b "" -> """".  Remove palindromic subsequence ""baab"" then ""b"".   Constraints: 1 <= s.length <= 1000 s[i]  is either  'a'  or  'b' .","['Two Pointers', 'String']",Fácil,Two Pointers,False
1455,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence/,Check If a Word Occurs As a Prefix of Any Word in a Sentence,"Given a  sentence  that consists of some words separated by a  single space , and a  searchWord , check if  searchWord  is a prefix of any word in  sentence . Return  the index of the word in  sentence  ( 1-indexed ) where  searchWord  is a prefix of this word . If  searchWord  is a prefix of more than one word, return the index of the first word  (minimum index) . If there is no such word return  -1 . A  prefix  of a string  s  is any leading contiguous substring of  s .   Example 1: Input:  sentence = ""i love eating burger"", searchWord = ""burg"" Output:  4 Explanation:  ""burg"" is prefix of ""burger"" which is the 4th word in the sentence. Example 2: Input:  sentence = ""this problem is an easy problem"", searchWord = ""pro"" Output:  2 Explanation:  ""pro"" is prefix of ""problem"" which is the 2nd and the 6th word in the sentence, but we return 2 as it's the minimal index. Example 3: Input:  sentence = ""i am tired"", searchWord = ""you"" Output:  -1 Explanation:  ""you"" is not a prefix of any word in the sentence.   Constraints: 1 <= sentence.length <= 100 1 <= searchWord.length <= 10 sentence  consists of lowercase English letters and spaces. searchWord  consists of lowercase English letters.","['Two Pointers', 'String', 'String Matching']",Fácil,Two Pointers,False
1768,merge-strings-alternately,https://leetcode.com/problems/merge-strings-alternately/,Merge Strings Alternately,"You are given two strings  word1  and  word2 . Merge the strings by adding letters in alternating order, starting with  word1 . If a string is longer than the other, append the additional letters onto the end of the merged string. Return  the merged string.   Example 1: Input:  word1 = ""abc"", word2 = ""pqr"" Output:  ""apbqcr"" Explanation:  The merged string will be merged as so: word1:  a   b   c word2:    p   q   r merged: a p b q c r Example 2: Input:  word1 = ""ab"", word2 = ""pqrs"" Output:  ""apbqrs"" Explanation:  Notice that as word2 is longer, ""rs"" is appended to the end. word1:  a   b  word2:    p   q   r   s merged: a p b q   r   s Example 3: Input:  word1 = ""abcd"", word2 = ""pq"" Output:  ""apbqcd"" Explanation:  Notice that as word1 is longer, ""cd"" is appended to the end. word1:  a   b   c   d word2:    p   q  merged: a p b q c   d   Constraints: 1 <= word1.length, word2.length <= 100 word1  and  word2  consist of lowercase English letters.","['Two Pointers', 'String']",Fácil,Two Pointers,False
2000,reverse-prefix-of-word,https://leetcode.com/problems/reverse-prefix-of-word/,Reverse Prefix of Word,"Given a  0-indexed  string  word  and a character  ch ,  reverse  the segment of  word  that starts at index  0  and ends at the index of the  first occurrence  of  ch  ( inclusive ). If the character  ch  does not exist in  word , do nothing. For example, if  word = ""abcdefd""  and  ch = ""d"" , then you should  reverse  the segment that starts at  0  and ends at  3  ( inclusive ). The resulting string will be  "" dcba efd"" . Return  the resulting string .   Example 1: Input:  word = "" abcd efd"", ch = ""d"" Output:  "" dcba efd"" Explanation:  The first occurrence of ""d"" is at index 3.  Reverse the part of word from 0 to 3 (inclusive), the resulting string is ""dcbaefd"". Example 2: Input:  word = "" xyxz xe"", ch = ""z"" Output:  "" zxyx xe"" Explanation:  The first and only occurrence of ""z"" is at index 3. Reverse the part of word from 0 to 3 (inclusive), the resulting string is ""zxyxxe"". Example 3: Input:  word = ""abcd"", ch = ""z"" Output:  ""abcd"" Explanation:  ""z"" does not exist in word. You should not do any reverse operation, the resulting string is ""abcd"".   Constraints: 1 <= word.length <= 250 word  consists of lowercase English letters. ch  is a lowercase English letter.","['Two Pointers', 'String', 'Stack']",Fácil,Two Pointers,False
5,longest-palindromic-substring,https://leetcode.com/problems/longest-palindromic-substring/,Longest Palindromic Substring,"Given a string  s , return  the longest   palindromic   substring  in  s .   Example 1: Input:  s = ""babad"" Output:  ""bab"" Explanation:  ""aba"" is also a valid answer. Example 2: Input:  s = ""cbbd"" Output:  ""bb""   Constraints: 1 <= s.length <= 1000 s  consist of only digits and English letters.","['Two Pointers', 'String', 'Dynamic Programming']",Média,Two Pointers,False
151,reverse-words-in-a-string,https://leetcode.com/problems/reverse-words-in-a-string/,Reverse Words in a String,"Given an input string  s , reverse the order of the  words . A  word  is defined as a sequence of non-space characters. The  words  in  s  will be separated by at least one space. Return  a string of the words in reverse order concatenated by a single space. Note  that  s  may contain leading or trailing spaces or multiple spaces between two words. The returned string should only have a single space separating the words. Do not include any extra spaces.   Example 1: Input:  s = ""the sky is blue"" Output:  ""blue is sky the"" Example 2: Input:  s = ""  hello world  "" Output:  ""world hello"" Explanation:  Your reversed string should not contain leading or trailing spaces. Example 3: Input:  s = ""a good   example"" Output:  ""example good a"" Explanation:  You need to reduce multiple spaces between two words to a single space in the reversed string.   Constraints: 1 <= s.length <= 10 4 s  contains English letters (upper-case and lower-case), digits, and spaces  ' ' . There is  at least one  word in  s .   Follow-up:  If the string data type is mutable in your language, can you solve it  in-place  with  O(1)  extra space?","['Two Pointers', 'String']",Média,Two Pointers,False
165,compare-version-numbers,https://leetcode.com/problems/compare-version-numbers/,Compare Version Numbers,"Given two  version strings ,  version1  and  version2 , compare them. A version string consists of  revisions  separated by dots  '.' . The  value of the revision  is its  integer conversion  ignoring leading zeros. To compare version strings, compare their revision values in  left-to-right order . If one of the version strings has fewer revisions, treat the missing revision values as  0 . Return the following: If  version1 < version2 , return -1. If  version1 > version2 , return 1. Otherwise, return 0.   Example 1: Input:   version1 = ""1.2"", version2 = ""1.10"" Output:   -1 Explanation: version1's second revision is ""2"" and version2's second revision is ""10"": 2 < 10, so version1 < version2. Example 2: Input:   version1 = ""1.01"", version2 = ""1.001"" Output:   0 Explanation: Ignoring leading zeroes, both ""01"" and ""001"" represent the same integer ""1"". Example 3: Input:   version1 = ""1.0"", version2 = ""1.0.0.0"" Output:   0 Explanation: version1 has less revisions, which means every missing revision are treated as ""0"".   Constraints: 1 <= version1.length, version2.length <= 500 version1  and  version2  only contain digits and  '.' . version1  and  version2   are valid version numbers . All the given revisions in  version1  and  version2  can be stored in a  32-bit integer .","['Two Pointers', 'String']",Média,Two Pointers,False
443,string-compression,https://leetcode.com/problems/string-compression/,String Compression,"Given an array of characters  chars , compress it using the following algorithm: Begin with an empty string  s . For each group of  consecutive repeating characters  in  chars : If the group's length is  1 , append the character to  s . Otherwise, append the character followed by the group's length. The compressed string  s   should not be returned separately , but instead, be stored  in the input character array  chars . Note that group lengths that are  10  or longer will be split into multiple characters in  chars . After you are done  modifying the input array,  return  the new length of the array . You must write an algorithm that uses only constant extra space.   Example 1: Input:  chars = [""a"",""a"",""b"",""b"",""c"",""c"",""c""] Output:  Return 6, and the first 6 characters of the input array should be: [""a"",""2"",""b"",""2"",""c"",""3""] Explanation:  The groups are ""aa"", ""bb"", and ""ccc"". This compresses to ""a2b2c3"". Example 2: Input:  chars = [""a""] Output:  Return 1, and the first character of the input array should be: [""a""] Explanation:  The only group is ""a"", which remains uncompressed since it's a single character. Example 3: Input:  chars = [""a"",""b"",""b"",""b"",""b"",""b"",""b"",""b"",""b"",""b"",""b"",""b"",""b""] Output:  Return 4, and the first 4 characters of the input array should be: [""a"",""b"",""1"",""2""]. Explanation:  The groups are ""a"" and ""bbbbbbbbbbbb"". This compresses to ""ab12"".   Constraints: 1 <= chars.length <= 2000 chars[i]  is a lowercase English letter, uppercase English letter, digit, or symbol.","['Two Pointers', 'String']",Média,Two Pointers,False
481,magical-string,https://leetcode.com/problems/magical-string/,Magical String,"A magical string  s  consists of only  '1'  and  '2'  and obeys the following rules: The string s is magical because concatenating the number of contiguous occurrences of characters  '1'  and  '2'  generates the string  s  itself. The first few elements of  s  is  s = ""1221121221221121122……"" . If we group the consecutive  1 's and  2 's in  s , it will be  ""1 22 11 2 1 22 1 22 11 2 11 22 ......""  and the occurrences of  1 's or  2 's in each group are  ""1 2 2 1 1 2 1 2 2 1 2 2 ......"" . You can see that the occurrence sequence is  s  itself. Given an integer  n , return the number of  1 's in the first  n  number in the magical string  s .   Example 1: Input:  n = 6 Output:  3 Explanation:  The first 6 elements of magical string s is ""122112"" and it contains three 1's, so return 3. Example 2: Input:  n = 1 Output:  1   Constraints: 1 <= n <= 10 5","['Two Pointers', 'String']",Média,Two Pointers,False
